Rent,Address,Area,Bed,Bath,School,Crime,Commute,Shop_eat,Description,Feature,URL
"$2,900/mo",19 Boston St #1,"South Boston, Boston, MA",1 Bed,1 Bath,Schools4 Elementary Schools3 Middle Schools,CrimeModerate crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat260 Restaurants54 Groceries78 Nightlife,"19 Boston St #1,Boston, MA is a 1 bedroom, 1 bathroom multi-family. 19 Boston St #1 is located inSouth Boston, Boston. 19 Boston St #1 was listed for rent for $2,900/month on Mar 10, 2020.","Details for 19 Boston St #1Multi FamilyRent Includes: Sewage, GarbageDeposit: $2,900Heating fuel: noneNo Air ConditioningStreet ParkingFloors: HardwoodHeating Fuel: None",https://www.trulia.com/p/ma/boston/19-boston-st-1-boston-ma-02127--2001514735
"$4,000/mo",174 L St,"South Boston, Boston, MA",2 Beds,2 Baths,Schools5 Elementary Schools3 Middle Schools1 High School,CrimeLowest crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat116 Restaurants23 Groceries50 Nightlife,"174 L St,Boston, MA is a 2 bedroom, 2 bathroom multi-family. 174 L St is located inSouth Boston, Boston. 174 L St was listed for rent for $4,000/month on Jun 9, 2020. This property is pet friendly.","Details for 174 L StMulti FamilyCats, small dogs, large dogs allowed13 Days on TruliaRent Includes: WaterAir ConditioningDeck",https://www.trulia.com/p/ma/boston/174-l-st-boston-ma-02127--1136575280
"$4,200/mo",9 Ward St #1,"South Boston, Boston, MA",2 Beds,2 Baths,Schools4 Elementary Schools4 Middle Schools1 High School,CrimeLow crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat235 Restaurants49 Groceries71 Nightlife,"9 Ward St #1,Boston, MA is a 2 bedroom, 2 bathroom multi-family. 9 Ward St #1 is located inSouth Boston, Boston. 9 Ward St #1 was listed for rent for $4,200/month on May 18, 2020.","Details for 9 Ward St #1Multi Family35 Days on TruliaRent Includes: Sewage, GarbageDeposit: $4,200Heating fuel: noneNo Air ConditioningParking Type: noneLaundry: In UnitDishwasherDryerMicrowaveRefrigeratorWasherHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/9-ward-st-1-boston-ma-02127--2348918702
"$4,200/mo",9 Ward St #1,"South Boston, Boston, MA",2 Beds,2 Baths,Schools4 Elementary Schools4 Middle Schools1 High School,CrimeLow crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat235 Restaurants49 Groceries71 Nightlife,"9 Ward St #1,Boston, MA is a 2 bedroom, 2 bathroom multi-family. 9 Ward St #1 is located inSouth Boston, Boston. 9 Ward St #1 was listed for rent for $4,200/month on May 18, 2020.","Details for 9 Ward St #1Multi Family35 Days on TruliaRent Includes: Sewage, GarbageDeposit: $4,200Heating fuel: noneNo Air ConditioningParking Type: noneLaundry: In UnitDishwasherDryerMicrowaveRefrigeratorWasherHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/9-ward-st-1-boston-ma-02127--2348918702
"$3,685/mo",Address Not Disclosed,"South Boston, Boston, MA",2 Beds,2 Baths,Schools4 Elementary Schools3 Middle Schools1 High School,CrimeLowest crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat243 Restaurants46 Groceries98 Nightlife,"This home inBoston, MA is a 2 bedroom, 2 bathroom, 1,058 sqft multi-family. This home is located inSouth Boston, Boston. This property was listed for rent for $3,685/month on Jun 5, 2020. This property is pet friendly.",Home DetailsMulti FamilyCats allowed17 Days on TruliaRent Includes: Water,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02127--2282947492
"$2,570/mo",Address Not Disclosed,"South Boston, Boston, MA",1 Bed,1 Bath,Schools5 Elementary Schools3 Middle Schools2 High Schools,CrimeLowest crime relative to the rest of the area.,Commute53% of residents commute by car.,Shop & Eat112 Restaurants17 Groceries41 Nightlife,"This home inBoston, MA is a 1 bedroom, 1 bathroom multi-family. This home is located inSouth Boston, Boston. This property was listed for rent for $2,570/month on May 3, 2020.","Home DetailsMulti FamilyNo pets allowed50 Days on TruliaRent Includes: Gas, Water",https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02127--2409090155
"$2,605 - $4,495/mo",Carson Tower Apartments,"South Boston, Boston, MA",1-3 Beds,1-1.5 Baths,Schools3 Elementary Schools2 Middle Schools2 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat142 Restaurants32 Groceries53 Nightlife,"Carson Tower Apartments is located at 1410 Columbia Rd,Boston, MA. Carson Tower Apartments offers 1-3 bed, 1-1.5 bath units. Carson Tower Apartments is located inSouth Boston, Boston. There are 3 units available for rent starting at $2,605/month.",Details for Carson Tower ApartmentsApartmentCats allowedParking: Off StreetOn-Site ManagementLaundry: SharedParking Type: coveredOn-Site MaintenanceCable / SatelliteCourtyardDisabled AccessDishwasherDisposalFitness CenterGarageMicrowaveRefrigeratorGreat ViewsWindow CoveringsElevatorBusiness CenterAdditional StorageFloors: HardwoodSee All,https://www.trulia.com/c/ma/boston/carson-tower-1410-columbia-rd-boston-ma-02127--2001512729
"$3,600/mo",192 W 6th St #2,"South Boston, Boston, MA",2 Beds,2 Baths,Schools5 Elementary Schools5 Middle Schools2 High Schools,CrimeLow crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat429 Restaurants81 Groceries147 Nightlife,"192 W 6th St #2,Boston, MA is a 2 bedroom, 2 bathroom, 945 sqft multi-family built in 1905. 192 W 6th St #2 is located inSouth Boston, Boston. 192 W 6th St #2 was listed for rent for $3,600/month on Jun 20, 2020.",Details for 192 W 6th St #2Multi FamilyAvailable: Sep 1stNo pets allowedBuilt in 19052 Days on TruliaRent Includes: ParkingParking: Off StreetMarble BathNew/Renovated KitchenCondo Quality FinishesAlcoveCeramic TilesModern KitchenStudy/OfficeLaundry: In UnitCustom LightingGranite Counter TopsHigh CeilingModern BathPrivate Outdoor SpaceStainless Steel Appliance(s)High-End AppliancesNew/Renovated BathNew AppliancesFloor Through LayoutLuxuryBalconyDeckDishwasherDisposalDryerFireplaceMicrowaveGreat ViewsWasherAdditional StorageFloors: HardwoodSee All,https://www.trulia.com/p/ma/boston/192-w-6th-st-2-boston-ma-02127--2088321150
"$2,500/mo",253 Gold St,"South Boston, Boston, MA",1 Bed,1 Bath,Schools6 Elementary Schools6 Middle Schools2 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat303 Restaurants70 Groceries98 Nightlife,"253 Gold St,Boston, MA is a 1 bedroom, 1 bathroom, 700 sqft multi-family. 253 Gold St is located inSouth Boston, Boston. 253 Gold St was listed for rent for $2,500/month on May 11, 2020. This property is pet friendly.","Details for 253 Gold StMulti FamilyCats, small dogs, large dogs allowed42 Days on TruliaLaundry: Shared",https://www.trulia.com/p/ma/boston/253-gold-st-boston-ma-02127--1005367201
"$2,500/mo",253 Gold St,"South Boston, Boston, MA",1 Bed,1 Bath,Schools6 Elementary Schools6 Middle Schools2 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat303 Restaurants70 Groceries98 Nightlife,"253 Gold St,Boston, MA is a 1 bedroom, 1 bathroom, 700 sqft multi-family. 253 Gold St is located inSouth Boston, Boston. 253 Gold St was listed for rent for $2,500/month on May 11, 2020. This property is pet friendly.","Details for 253 Gold StMulti FamilyCats, small dogs, large dogs allowed42 Days on TruliaLaundry: Shared",https://www.trulia.com/p/ma/boston/253-gold-st-boston-ma-02127--1005367201
"$3,398/mo",Address Not Disclosed,"South Boston, Boston, MA",1 Bed,1 Bath,Schools3 Elementary Schools2 Middle Schools,CrimeModerate crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat826 Restaurants107 Groceries310 Nightlife,"This home inBoston, MA is a 1 bedroom, 1 bathroom, 742 sqft multi-family. This home is located inSouth Boston, Boston. This property was listed for rent for $3,398/month on Apr 3, 2020. This property is pet friendly.","Home DetailsMulti FamilyCats, small dogs, large dogs allowedRent Includes: Gas, Water",https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02127--2419301989
"$4,325/mo",Address Not Disclosed,"South Boston, Boston, MA",2 Beds,2 Baths,Schools4 Elementary Schools5 Middle Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat553 Restaurants86 Groceries209 Nightlife,"This home inBoston, MA is a 2 bedroom, 2 bathroom, 1,152 sqft multi-family. This home is located inSouth Boston, Boston. This property was listed for rent for $4,325/month on May 31, 2020. This property is pet friendly.","Home DetailsMulti FamilyCats, small dogs, large dogs allowed22 Days on Trulia",https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02127--2459445913
"$3,475/mo",Address Not Disclosed,"South Boston, Boston, MA",1 Bed,1 Bath,Schools4 Elementary Schools3 Middle Schools1 High School,CrimeLowest crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat243 Restaurants46 Groceries98 Nightlife,"This home inBoston, MA is a 1 bedroom, 1 bathroom, 980 sqft multi-family. This home is located inSouth Boston, Boston. This property was listed for rent for $3,475/month on Jun 14, 2020. This property is pet friendly.",Home DetailsMulti FamilyCats allowed8 Days on TruliaRent Includes: Water,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02127--2287952231
"$3,585/mo",Address Not Disclosed,"South Boston, Boston, MA",2 Beds,1 Bath,Schools4 Elementary Schools3 Middle Schools1 High School,CrimeLowest crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat243 Restaurants46 Groceries98 Nightlife,"This home inBoston, MA is a 2 bedroom, 1 bathroom multi-family. This home is located inSouth Boston, Boston. This property was listed for rent for $3,585/month on Jun 10, 2020.",Home DetailsMulti FamilyNo pets allowed12 Days on TruliaParking Type: none,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02127--2088323240
"$3,400/mo",387 West Broadway #6,"South Boston, Boston, MA",2 Beds,2 Baths,Schools5 Elementary Schools5 Middle Schools1 High School,CrimeLow crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat421 Restaurants80 Groceries140 Nightlife,"387 West Broadway #6,Boston, MA is a 2 bedroom, 2 bathroom multi-family. 387 West Broadway #6 is located inSouth Boston, Boston. 387 West Broadway #6 was listed for rent for $3,400/month on Jun 5, 2020.","Details for 387 West Broadway #6Multi Family17 Days on TruliaRent Includes: Sewage, GarbageDeposit: $3,400Heating fuel: noneNo Air ConditioningLaundry: In UnitParking Type: noneDryerWasherFloors: HardwoodHeating Fuel: Gas GasSee All",https://www.trulia.com/p/ma/boston/387-west-broadway-6-boston-ma-02127--2282933636
"$3,550/mo",455 E 1st St #106,"South Boston, Boston, MA",2 Beds,1 Bath,Schools4 Elementary Schools3 Middle Schools1 High School,CrimeLowest crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat243 Restaurants46 Groceries98 Nightlife,"455 E 1st St #106,Boston, MA is a 2 bedroom, 1 bathroom, 1,078 sqft multi-family. 455 E 1st St #106 is located inSouth Boston, Boston. 455 E 1st St #106 was listed for rent for $3,550/month on May 12, 2020.",Details for 455 E 1st St #106Multi FamilyAvailable: Jul 1stNo pets allowed41 Days on TruliaParking: Garage AttachedEat-in KitchenHigh CeilingGranite Counter TopsAir ConditioningDishwasherDisposalElevatorFloors: HardwoodHeating Fuel: OtherSee All,https://www.trulia.com/p/ma/boston/455-e-1st-st-106-boston-ma-02127--2287952224
"$3,685/mo",455 E 1st St #304,"South Boston, Boston, MA",2 Beds,2 Baths,Schools4 Elementary Schools3 Middle Schools1 High School,CrimeLowest crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat243 Restaurants46 Groceries98 Nightlife,"455 E 1st St #304,Boston, MA is a 2 bedroom, 2 bathroom, 1,058 sqft multi-family. 455 E 1st St #304 is located inSouth Boston, Boston. 455 E 1st St #304 was listed for rent for $3,685/month on Jun 19, 2020.",Details for 455 E 1st St #304Multi FamilyNo pets allowed3 Days on TruliaParking: Garage AttachedDeposit: $500Laundry: In UnitDryerGarageWasher,https://www.trulia.com/p/ma/boston/455-e-1st-st-304-boston-ma-02127--2282950684
"$2,500/mo",871 Harrison Ave #3,"South End, Boston, MA",3 Beds,1 Bath,Schools4 Elementary Schools5 Middle Schools4 High Schools,CrimeHighest crime relative to the rest of Suffolk county.,Commute32% of residents commute by car.,Shop & Eat522 Restaurants84 Groceries169 Nightlife,"871 Harrison Ave #3,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 871 Harrison Ave #3 is located inSouth End, Boston. 871 Harrison Ave #3 was listed for rent for $2,500/month on May 22, 2020. This property is pet friendly.","Details for 871 Harrison Ave #3Multi FamilyCats allowed31 Days on TruliaRent Includes: Sewage, GarbageDeposit: $1,250Parking Type: noneNo Air ConditioningHeating fuel: noneLaundry: In UnitDryerWasherHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/871-harrison-ave-3-boston-ma-02118--2001453998
"$2,600/mo",871 Harrison Ave #2,"South End, Boston, MA",3 Beds,1 Bath,Schools4 Elementary Schools5 Middle Schools4 High Schools,CrimeHighest crime relative to the rest of Suffolk county.,Commute32% of residents commute by car.,Shop & Eat522 Restaurants84 Groceries169 Nightlife,"871 Harrison Ave #2,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 871 Harrison Ave #2 is located inSouth End, Boston. 871 Harrison Ave #2 was listed for rent for $2,550/month on Jan 12, 2020.","Details for 871 Harrison Ave #2Multi FamilyRent Includes: Gas, Sewage, GarbageDeposit: $1,275Laundry: In UnitNo Air ConditioningHeating fuel: noneParking Type: noneDryerWasherFloors: HardwoodHeating Fuel: Gas GasSee All",https://www.trulia.com/p/ma/boston/871-harrison-ave-2-boston-ma-02118--2001453996
"$2,500/mo",871 Harrison Ave #3,"South End, Boston, MA",3 Beds,1 Bath,Schools4 Elementary Schools5 Middle Schools4 High Schools,CrimeHighest crime relative to the rest of Suffolk county.,Commute32% of residents commute by car.,Shop & Eat522 Restaurants84 Groceries169 Nightlife,"871 Harrison Ave #3,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 871 Harrison Ave #3 is located inSouth End, Boston. 871 Harrison Ave #3 was listed for rent for $2,500/month on May 22, 2020. This property is pet friendly.","Details for 871 Harrison Ave #3Multi FamilyCats allowed31 Days on TruliaRent Includes: Sewage, GarbageDeposit: $1,250Parking Type: noneNo Air ConditioningHeating fuel: noneLaundry: In UnitDryerWasherHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/871-harrison-ave-3-boston-ma-02118--2001453998
"$2,500/mo",871 Harrison Ave #3,"South End, Boston, MA",3 Beds,1 Bath,Schools4 Elementary Schools5 Middle Schools4 High Schools,CrimeHighest crime relative to the rest of Suffolk county.,Commute32% of residents commute by car.,Shop & Eat522 Restaurants84 Groceries169 Nightlife,"871 Harrison Ave #3,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 871 Harrison Ave #3 is located inSouth End, Boston. 871 Harrison Ave #3 was listed for rent for $2,500/month on May 22, 2020. This property is pet friendly.","Details for 871 Harrison Ave #3Multi FamilyCats allowed31 Days on TruliaRent Includes: Sewage, GarbageDeposit: $1,250Parking Type: noneNo Air ConditioningHeating fuel: noneLaundry: In UnitDryerWasherHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/871-harrison-ave-3-boston-ma-02118--2001453998
"$2,550/mo",871 Harrison Ave #2,"South End, Boston, MA",3 Beds,1 Bath,Schools4 Elementary Schools5 Middle Schools4 High Schools,CrimeHighest crime relative to the rest of Suffolk county.,Commute32% of residents commute by car.,Shop & Eat522 Restaurants84 Groceries169 Nightlife,"871 Harrison Ave #2,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 871 Harrison Ave #2 is located inSouth End, Boston. 871 Harrison Ave #2 was listed for rent for $2,550/month on Jan 12, 2020.","Details for 871 Harrison Ave #2Multi FamilyRent Includes: Gas, Sewage, GarbageDeposit: $1,275Laundry: In UnitNo Air ConditioningHeating fuel: noneParking Type: noneDryerWasherFloors: HardwoodHeating Fuel: Gas GasSee All",https://www.trulia.com/p/ma/boston/871-harrison-ave-2-boston-ma-02118--2001453996
"$1,800/mo",679 Massachusetts Ave #4,"South End, Boston, MA",1 Bed,1 Bath,Schools4 Elementary Schools5 Middle Schools4 High Schools,CrimeHighest crime relative to the rest of Suffolk county.,Commute32% of residents commute by car.,Shop & Eat566 Restaurants84 Groceries203 Nightlife,"679 Massachusetts Ave #4,Boston, MA is a 1 bedroom, 1 bathroom multi-family. 679 Massachusetts Ave #4 is located inSouth End, Boston. 679 Massachusetts Ave #4 was listed for rent for $1,800/month on Jun 6, 2020.","Details for 679 Massachusetts Ave #4Multi Family16 Days on TruliaRent Includes: Hot Water, Sewage, GarbageDeposit: $1,800Parking Type: noneNo Air ConditioningHeating fuel: noneLaundry: SharedLaundry: In UnitDryerWasherHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/679-massachusetts-ave-4-boston-ma-02118--2328717668
"$1,800/mo",679 Massachusetts Ave #4,"South End, Boston, MA",1 Bed,1 Bath,Schools4 Elementary Schools5 Middle Schools4 High Schools,CrimeHighest crime relative to the rest of Suffolk county.,Commute32% of residents commute by car.,Shop & Eat566 Restaurants84 Groceries203 Nightlife,"679 Massachusetts Ave #4,Boston, MA is a 1 bedroom, 1 bathroom multi-family. 679 Massachusetts Ave #4 is located inSouth End, Boston. 679 Massachusetts Ave #4 was listed for rent for $1,800/month on Jun 6, 2020.","Details for 679 Massachusetts Ave #4Multi Family16 Days on TruliaRent Includes: Hot Water, Sewage, GarbageDeposit: $1,800Parking Type: noneNo Air ConditioningHeating fuel: noneLaundry: SharedLaundry: In UnitDryerWasherHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/679-massachusetts-ave-4-boston-ma-02118--2328717668
"$3,000/mo",618 Shawmut Ave #2,"South End, Boston, MA",3 Beds,1 Bath,Schools3 Elementary Schools5 Middle Schools4 High Schools,CrimeModerate crime relative to the rest of Suffolk county.,Commute32% of residents commute by car.,Shop & Eat575 Restaurants83 Groceries188 Nightlife,"618 Shawmut Ave #2,Boston, MA is a 3 bedroom, 1 bathroom, 1,000 sqft multi-family. 618 Shawmut Ave #2 is located inSouth End, Boston. 618 Shawmut Ave #2 was listed for rent for $3,000/month on May 7, 2020.",Details for 618 Shawmut Ave #2Multi FamilyNo pets allowed46 Days on Trulia,https://www.trulia.com/p/ma/boston/618-shawmut-ave-2-boston-ma-02118--2333923550
"$3,300/mo",871 Harrison Ave #1,"South End, Boston, MA",3 Beds,1 Bath,Schools4 Elementary Schools5 Middle Schools4 High Schools,CrimeHighest crime relative to the rest of Suffolk county.,Commute32% of residents commute by car.,Shop & Eat522 Restaurants84 Groceries169 Nightlife,"871 Harrison Ave #1,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 871 Harrison Ave #1 is located inSouth End, Boston. 871 Harrison Ave #1 was listed for rent for $3,300/month on Jan 12, 2020.","Details for 871 Harrison Ave #1Multi FamilyNo pets allowedRent Includes: Hot Water, Sewage, GarbageDeposit: $1,650Street ParkingNo Air ConditioningHeating fuel: noneLaundry: In UnitDryerRefrigeratorWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/871-harrison-ave-1-boston-ma-02118--2001453994
"$1,950/mo",32 Worcester Sq #4,"South End, Boston, MA",1 Bed,1 Bath,Schools4 Elementary Schools4 Middle Schools3 High Schools,CrimeHigh crime relative to the rest of Suffolk county.,Commute32% of residents commute by car.,Shop & Eat589 Restaurants93 Groceries199 Nightlife,"32 Worcester Sq #4,Boston, MA is a 1 bedroom, 1 bathroom multi-family. 32 Worcester Sq #4 is located inSouth End, Boston. 32 Worcester Sq #4 was listed for rent for $1,950/month on May 21, 2020.","Details for 32 Worcester Sq #4Multi FamilyNo pets allowed32 Days on TruliaRent Includes: Hot Water, Sewage, GarbageDeposit: $1,950Laundry: In UnitHeating fuel: noneLaundry: SharedParking Type: noneNo Air ConditioningDryerWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/32-worcester-sq-4-boston-ma-02118--2173291824
"$1,950/mo",32 Worcester Sq #4,"South End, Boston, MA",1 Bed,1 Bath,Schools4 Elementary Schools4 Middle Schools3 High Schools,CrimeHigh crime relative to the rest of Suffolk county.,Commute32% of residents commute by car.,Shop & Eat589 Restaurants93 Groceries199 Nightlife,"32 Worcester Sq #4,Boston, MA is a 1 bedroom, 1 bathroom multi-family. 32 Worcester Sq #4 is located inSouth End, Boston. 32 Worcester Sq #4 was listed for rent for $1,950/month on May 21, 2020.","Details for 32 Worcester Sq #4Multi FamilyNo pets allowed32 Days on TruliaRent Includes: Hot Water, Sewage, GarbageDeposit: $1,950Laundry: In UnitHeating fuel: noneLaundry: SharedParking Type: noneNo Air ConditioningDryerWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/32-worcester-sq-4-boston-ma-02118--2173291824
"$3,400/mo",Address Not Disclosed,"South End, Boston, MA",3 Beds,1 Bath,Schools3 Elementary Schools5 Middle Schools4 High Schools,CrimeModerate crime relative to the rest of Suffolk county.,Commute32% of residents commute by car.,Shop & Eat561 Restaurants87 Groceries185 Nightlife,"This home inBoston, MA is a 3 bedroom, 1 bathroom, 1,000 sqft multi-family. This home is located inSouth End, Boston. This property was listed for rent for $3,400/month on Jun 14, 2020. This property is pet friendly.",Home DetailsMulti FamilyCats allowed8 Days on TruliaParking Type: noneHeating Fuel: Gas,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02118--2332017314
"$1,750/mo",471 Massachusetts Ave #62,"South End, Boston, MA",1 Bed,1 Bath,Schools2 Elementary Schools4 Middle Schools3 High Schools,CrimeLow crime relative to the rest of Suffolk county.,Commute32% of residents commute by car.,Shop & Eat619 Restaurants87 Groceries229 Nightlife,"471 Massachusetts Ave #62,Boston, MA is a 1 bedroom, 1 bathroom multi-family. 471 Massachusetts Ave #62 is located inSouth End, Boston. 471 Massachusetts Ave #62 was listed for rent for $1,750/month on May 28, 2020.","Details for 471 Massachusetts Ave #62Multi FamilyNo pets allowed25 Days on TruliaDeposit: $1,750",https://www.trulia.com/p/ma/boston/471-massachusetts-ave-62-boston-ma-02118--2172189807
"$3,750/mo",565 Columbus Ave #3A,"Back Bay, Boston, MA",3 Beds,1 Bath,Schools2 Elementary Schools3 Middle Schools3 High Schools,CrimeHigh crime relative to the rest of Suffolk county.,Commute32% of residents commute by car.,Shop & Eat617 Restaurants83 Groceries229 Nightlife,"565 Columbus Ave #3A,Boston, MA is a 3 bedroom, 1 bathroom, 840 sqft multi-family. 565 Columbus Ave #3A is located inBack Bay, Boston. 565 Columbus Ave #3A was listed for rent for $3,750/month on Apr 30, 2020. This property is pet friendly.","Details for 565 Columbus Ave #3AMulti FamilyCats allowed53 Days on TruliaRent Includes: WaterDeposit: $3,750Unfurnished -Air ConditioningDeckDishwasherDisposalRefrigeratorSee All",https://www.trulia.com/p/ma/boston/565-columbus-ave-3a-boston-ma-02118--2174268828
"$2,000/mo",550 Columbus Ave #4,"South End, Boston, MA",1 Bed,1 Bath,Schools3 Elementary Schools3 Middle Schools3 High Schools,CrimeLow crime relative to the rest of Suffolk county.,Commute32% of residents commute by car.,Shop & Eat647 Restaurants87 Groceries233 Nightlife,"550 Columbus Ave #4,Boston, MA is a 1 bedroom, 1 bathroom, 500 sqft multi-family. 550 Columbus Ave #4 is located inSouth End, Boston. 550 Columbus Ave #4 was listed for rent for $2,000/month on May 7, 2020. This property is pet friendly.","Details for 550 Columbus Ave #4Multi FamilyAvailable: Sep 1stCats allowed46 Days on TruliaRent Includes: WaterDeposit: $2,150Unfurnished -Laundry: SharedAir ConditioningRefrigeratorSee All",https://www.trulia.com/p/ma/boston/550-columbus-ave-4-boston-ma-02118--2172822114
"$2,700/mo",23 Worcester Sq #5,"South End, Boston, MA",2 Beds,1 Bath,Schools4 Elementary Schools4 Middle Schools3 High Schools,CrimeHighest crime relative to the rest of Suffolk county.,Commute32% of residents commute by car.,Shop & Eat576 Restaurants87 Groceries202 Nightlife,"23 Worcester Sq #5,Boston, MA is a 2 bedroom, 1 bathroom multi-family. 23 Worcester Sq #5 is located inSouth End, Boston. 23 Worcester Sq #5 was listed for rent for $2,700/month on Jun 11, 2020.","Details for 23 Worcester Sq #5Multi FamilyNo pets allowed11 Days on TruliaRent Includes: Hot Water, Sewage, GarbageDeposit: $2,700Heating fuel: noneNo Air ConditioningParking Type: noneDishwasherDisposalMicrowaveRefrigeratorHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/23-worcester-sq-5-boston-ma-02118--2172724085
"$2,700/mo",23 Worcester Sq #5,"South End, Boston, MA",2 Beds,1 Bath,Schools4 Elementary Schools4 Middle Schools3 High Schools,CrimeHighest crime relative to the rest of Suffolk county.,Commute32% of residents commute by car.,Shop & Eat576 Restaurants87 Groceries202 Nightlife,"23 Worcester Sq #5,Boston, MA is a 2 bedroom, 1 bathroom multi-family. 23 Worcester Sq #5 is located inSouth End, Boston. 23 Worcester Sq #5 was listed for rent for $2,700/month on Jun 11, 2020.","Details for 23 Worcester Sq #5Multi FamilyNo pets allowed11 Days on TruliaRent Includes: Hot Water, Sewage, GarbageDeposit: $2,700Heating fuel: noneNo Air ConditioningParking Type: noneDishwasherDisposalMicrowaveRefrigeratorHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/23-worcester-sq-5-boston-ma-02118--2172724085
"$2,700/mo",38 Worcester Sq #3,"South End, Boston, MA",2 Beds,1 Bath,Schools4 Elementary Schools4 Middle Schools3 High Schools,CrimeHigh crime relative to the rest of Suffolk county.,Commute32% of residents commute by car.,Shop & Eat589 Restaurants93 Groceries199 Nightlife,"38 Worcester Sq #3,Boston, MA is a 2 bedroom, 1 bathroom multi-family. 38 Worcester Sq #3 is located inSouth End, Boston. 38 Worcester Sq #3 was listed for rent for $2,700/month on Jun 6, 2020.","Details for 38 Worcester Sq #3Multi FamilyNo pets allowed16 Days on TruliaRent Includes: Heat, Hot Water, Water",https://www.trulia.com/p/ma/boston/38-worcester-sq-3-boston-ma-02118--2175690397
"$2,000/mo",100 W Springfield St #2,"South End, Boston, MA",1 Bed,1 Bath,Schools3 Elementary Schools4 Middle Schools4 High Schools,CrimeModerate crime relative to the rest of Suffolk county.,Commute32% of residents commute by car.,Shop & Eat643 Restaurants94 Groceries213 Nightlife,"100 W Springfield St #2,Boston, MA is a 1 bedroom, 1 bathroom, 700 sqft multi-family. 100 W Springfield St #2 is located inSouth End, Boston. 100 W Springfield St #2 was listed for rent for $2,000/month on Feb 6, 2020.",Details for 100 W Springfield St #2Multi FamilyNo pets allowedCeramic TilesDishwasherRefrigeratorAdditional StorageHeating Fuel: Electric Electric,https://www.trulia.com/p/ma/boston/100-w-springfield-st-2-boston-ma-02118--2171577003
"$2,800/mo",38 Bradford St #1,"South End, Boston, MA",2 Beds,1 Bath,Schools4 Elementary Schools4 Middle Schools5 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute32% of residents commute by car.,Shop & Eat891 Restaurants121 Groceries300 Nightlife,"38 Bradford St #1,Boston, MA is a 2 bedroom, 1 bathroom multi-family. 38 Bradford St #1 is located inSouth End, Boston. 38 Bradford St #1 was listed for rent for $2,800/month on Mar 15, 2020.","Details for 38 Bradford St #1Multi FamilyRent Includes: Sewage, GarbageDeposit: $2,800Parking Type: noneHeating fuel: noneNo Air ConditioningDishwasherRefrigeratorHeating Fuel: None",https://www.trulia.com/p/ma/boston/38-bradford-st-1-boston-ma-02118--2171568968
