Rent,Address,Area,Bed,Bath,School,Crime,Commute,Shop_eat,Description,Feature,URL
"$2,750/mo",504 Beacon St #31,"Back Bay, Boston, MA",1 Bed,1 Bath,Schools1 Elementary School2 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute21% of residents commute by car.,Shop & Eat676 Restaurants65 Groceries240 Nightlife,"504 Beacon St #31,Boston, MA is a 1 bedroom, 1 bathroom multi-family. 504 Beacon St #31 is located inBack Bay, Boston. 504 Beacon St #31 was listed for rent for $2,750/month on May 22, 2020.","Details for 504 Beacon St #31Multi FamilyNo pets allowed34 Days on TruliaRent Includes: Hot Water, Sewage, GarbageDeposit: $2,750Laundry: SharedLaundry: In UnitHeating fuel: noneStreet ParkingNo Air ConditioningDryerWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/504-beacon-st-31-boston-ma-02115--2001428261
"$2,450/mo",27 Massachusetts Ave #2,"Back Bay, Boston, MA",1 Bed,1 Bath,Schools1 Elementary School2 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute21% of residents commute by car.,Shop & Eat668 Restaurants66 Groceries232 Nightlife,"27 Massachusetts Ave #2,Boston, MA is a 1 bedroom, 1 bathroom multi-family. 27 Massachusetts Ave #2 is located inBack Bay, Boston. 27 Massachusetts Ave #2 was listed for rent for $2,450/month on Jun 11, 2020.","Details for 27 Massachusetts Ave #2Multi Family14 Days on TruliaRent Includes: Hot Water, Sewage, GarbageStreet ParkingHeating fuel: noneNo Air ConditioningLaundry: SharedLaundry: In UnitDishwasherDryerMicrowaveRefrigeratorWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/27-massachusetts-ave-2-boston-ma-02115--2001424636
"$3,400/mo",195 Commonwealth Ave #6,"Back Bay, Boston, MA",1 Bed,1 Bath,Schools4 Elementary Schools3 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute28% of residents commute by car.,Shop & Eat932 Restaurants93 Groceries312 Nightlife,"195 Commonwealth Ave #6,Boston, MA is a 1 bedroom, 1 bathroom multi-family. 195 Commonwealth Ave #6 is located inBack Bay, Boston. 195 Commonwealth Ave #6 was listed for rent for $3,400/month on Apr 9, 2020.","Details for 195 Commonwealth Ave #6Multi FamilyRent Includes: Sewage, GarbageParking Type: noneNo Air ConditioningHeating fuel: noneHeating Fuel: None",https://www.trulia.com/p/ma/boston/195-commonwealth-ave-6-boston-ma-02116--2001435356
"$2,925/mo",51 Massachusetts Ave #3,"Back Bay, Boston, MA",1 Bed,1 Bath,Schools1 Elementary School2 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute21% of residents commute by car.,Shop & Eat673 Restaurants65 Groceries243 Nightlife,"51 Massachusetts Ave #3,Boston, MA is a 1 bedroom, 1 bathroom multi-family. 51 Massachusetts Ave #3 is located inBack Bay, Boston. 51 Massachusetts Ave #3 was listed for rent for $2,925/month on May 19, 2020. This property is pet friendly.","Details for 51 Massachusetts Ave #3Multi FamilyCats, small dogs, large dogs allowed37 Days on TruliaRent Includes: Sewage, GarbageNo Air ConditioningParking Type: noneHeating fuel: noneLaundry: In UnitDryerWasherHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/51-massachusetts-ave-3-boston-ma-02115--2172692206
"$4,490/mo",400 Stuart St #7V,"Back Bay, Boston, MA",1 Bed,1 Bath,Schools3 Elementary Schools2 Middle Schools6 High Schools,CrimeLowest crime relative to the rest of the area.,Commute28% of residents commute by car.,Shop & Eat1000 Restaurants127 Groceries347 Nightlife,"400 Stuart St #7V,Boston, MA is a 1 bedroom, 1 bathroom, 730 sqft multi-family. 400 Stuart St #7V is located inBack Bay, Boston. 400 Stuart St #7V was listed for rent for $4,490/month on May 29, 2020. This property is pet friendly.","Details for 400 Stuart St #7VMulti FamilyAvailable: Jul 2ndCats, small dogs allowed27 Days on TruliaParking: Garage AttachedFire DetectorLaundry: In UnitCO DetectorHeating fuel: noneDishwasherDryerFitness CenterMicrowaveRefrigeratorWasherElevatorHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/400-stuart-st-7v-boston-ma-02116--2469583805
"$4,290/mo",400 Stuart St #5P,"Back Bay, Boston, MA",1 Bed,1 Bath,Schools3 Elementary Schools2 Middle Schools6 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute28% of residents commute by car.,Shop & Eat1000 Restaurants127 Groceries347 Nightlife,"400 Stuart St #5P,Boston, MA is a 1 bedroom, 1 bathroom, 720 sqft multi-family. 400 Stuart St #5P is located inBack Bay, Boston. 400 Stuart St #5P was listed for rent for $4,290/month on Apr 29, 2020. This property is pet friendly.","Details for 400 Stuart St #5PMulti FamilyAvailable: Jul 1stCats, small dogs allowed57 Days on TruliaFire DetectorLaundry: In UnitHeating fuel: noneParking Type: noneCO DetectorDishwasherDryerFitness CenterMicrowaveRefrigeratorWasherElevatorHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/400-stuart-st-5p-boston-ma-02116--2386927262
"$3,450/mo",195 Commonwealth Ave #8,"Back Bay, Boston, MA",1 Bed,1 Bath,Schools4 Elementary Schools3 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute28% of residents commute by car.,Shop & Eat932 Restaurants93 Groceries312 Nightlife,"195 Commonwealth Ave #8,Boston, MA is a 1 bedroom, 1 bathroom, 700 sqft multi-family. 195 Commonwealth Ave #8 is located inBack Bay, Boston. 195 Commonwealth Ave #8 was listed for rent for $3,450/month on Apr 29, 2020. This property is pet friendly.","Details for 195 Commonwealth Ave #8Multi FamilyAvailable: Sep 1stCats, small dogs allowed57 Days on TruliaRent Includes: Heat, WaterDeposit: $3,450Laundry: SharedUnfurnished -BalconyDishwasherDisposalRefrigeratorElevatorSee All",https://www.trulia.com/p/ma/boston/195-commonwealth-ave-8-boston-ma-02116--2001435362
"$2,325/mo",27 Massachusetts Ave #4,"Back Bay, Boston, MA",1 Bed,1 Bath,Schools1 Elementary School2 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute21% of residents commute by car.,Shop & Eat668 Restaurants66 Groceries232 Nightlife,"27 Massachusetts Ave #4,Boston, MA is a 1 bedroom, 1 bathroom multi-family. 27 Massachusetts Ave #4 is located inBack Bay, Boston. 27 Massachusetts Ave #4 was listed for rent for $2,325/month on Jun 17, 2020.","Details for 27 Massachusetts Ave #4Multi Family8 Days on TruliaRent Includes: Heat, Hot Water, Sewage, GarbageLaundry: In UnitLaundry: SharedNo Air ConditioningHeating fuel: noneStreet ParkingDishwasherDryerFireplaceMicrowaveRefrigeratorWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/27-massachusetts-ave-4-boston-ma-02115--2001424638
"$2,600/mo",456 Beacon St #8,"Back Bay, Boston, MA",1 Bed,1 Bath,Schools1 Elementary School2 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute21% of residents commute by car.,Shop & Eat672 Restaurants67 Groceries261 Nightlife,"456 Beacon St #8,Boston, MA is a 1 bedroom, 1 bathroom, 600 sqft multi-family built in 1910. 456 Beacon St #8 is located inBack Bay, Boston. 456 Beacon St #8 was listed for rent for $2,600/month on Jun 17, 2020.","Details for 456 Beacon St #8Multi FamilyAvailable: Sep 1stNo pets allowedBuilt in 19108 Days on TruliaRent Includes: Heat, WaterDeposit: $2,600Laundry: SharedUnfurnished -RefrigeratorSee All",https://www.trulia.com/p/ma/boston/456-beacon-st-8-boston-ma-02115--2001427665
"$3,500/mo",24 Clearway St #5,"Back Bay, Boston, MA",2 Beds,1 Bath,Schools1 Elementary School1 Middle School3 High Schools,CrimeLow crime relative to the rest of Suffolk county.,Commute21% of residents commute by car.,Shop & Eat685 Restaurants67 Groceries235 Nightlife,"24 Clearway St #5,Boston, MA is a 2 bedroom, 1 bathroom multi-family. 24 Clearway St #5 is located inBack Bay, Boston. 24 Clearway St #5 was listed for rent for $3,150/month on May 29, 2020.","Details for 24 Clearway St #5Multi FamilyNo pets allowed27 Days on TruliaRent Includes: Hot Water, Sewage, GarbageDeposit: $3,150Street ParkingNo Air ConditioningHeating fuel: noneLaundry: In UnitDishwasherDisposalDryerMicrowaveRefrigeratorWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/24-clearway-st-5-boston-ma-02115--2303202521
"$3,500/mo",24 Clearway St #5,"Back Bay, Boston, MA",2 Beds,1 Bath,Schools1 Elementary School1 Middle School3 High Schools,CrimeLow crime relative to the rest of Suffolk county.,Commute21% of residents commute by car.,Shop & Eat685 Restaurants67 Groceries235 Nightlife,"24 Clearway St #5,Boston, MA is a 2 bedroom, 1 bathroom multi-family. 24 Clearway St #5 is located inBack Bay, Boston. 24 Clearway St #5 was listed for rent for $3,150/month on May 29, 2020.","Details for 24 Clearway St #5Multi FamilyNo pets allowed27 Days on TruliaRent Includes: Hot Water, Sewage, GarbageDeposit: $3,150Street ParkingNo Air ConditioningHeating fuel: noneLaundry: In UnitDishwasherDisposalDryerMicrowaveRefrigeratorWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/24-clearway-st-5-boston-ma-02115--2303202521
"$4,050/mo",32 Clearway St #6,"Back Bay, Boston, MA",2 Beds,1 Bath,Schools2 Elementary Schools2 Middle Schools3 High Schools,CrimeLow crime relative to the rest of Suffolk county.,Commute21% of residents commute by car.,Shop & Eat685 Restaurants67 Groceries235 Nightlife,"32 Clearway St #6,Boston, MA is a 2 bedroom, 1 bathroom multi-family. 32 Clearway St #6 is located inBack Bay, Boston. 32 Clearway St #6 was listed for rent for $4,050/month on Jun 21, 2020.","Details for 32 Clearway St #6Multi Family4 Days on TruliaRent Includes: Sewage, GarbageDeposit: $4,050Heating fuel: noneNo Air ConditioningParking Type: noneHeating Fuel: None",https://www.trulia.com/p/ma/boston/32-clearway-st-6-boston-ma-02115--2200480327
"$3,375/mo",127 Saint Botolph St #8,"Back Bay, Boston, MA",1 Bed,1 Bath,Schools3 Elementary Schools3 Middle Schools4 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute21% of residents commute by car.,Shop & Eat693 Restaurants91 Groceries239 Nightlife,"127 Saint Botolph St #8,Boston, MA is a 1 bedroom, 1 bathroom multi-family. 127 Saint Botolph St #8 is located inBack Bay, Boston. 127 Saint Botolph St #8 was listed for rent for $3,375/month on Feb 23, 2020. This property is pet friendly.","Details for 127 Saint Botolph St #8Multi FamilyCats, small dogs, large dogs allowedRent Includes: Sewage, GarbageHeating fuel: noneNo Air ConditioningParking Type: noneLaundry: In UnitDishwasherDisposalDryerFireplaceMicrowaveRefrigeratorWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/127-saint-botolph-st-8-boston-ma-02115--2171574917
"$3,375/mo",127 Saint Botolph St #8,"Back Bay, Boston, MA",1 Bed,1 Bath,Schools3 Elementary Schools3 Middle Schools4 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute21% of residents commute by car.,Shop & Eat693 Restaurants91 Groceries239 Nightlife,"127 Saint Botolph St #8,Boston, MA is a 1 bedroom, 1 bathroom multi-family. 127 Saint Botolph St #8 is located inBack Bay, Boston. 127 Saint Botolph St #8 was listed for rent for $3,375/month on Feb 23, 2020. This property is pet friendly.","Details for 127 Saint Botolph St #8Multi FamilyCats, small dogs, large dogs allowedRent Includes: Sewage, GarbageHeating fuel: noneNo Air ConditioningParking Type: noneLaundry: In UnitDishwasherDisposalDryerFireplaceMicrowaveRefrigeratorWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/127-saint-botolph-st-8-boston-ma-02115--2171574917
"$4,200/mo",50 Gloucester St #1,"Back Bay, Boston, MA",2 Beds,1.5 Baths,Schools2 Elementary Schools3 High Schools,CrimeModerate crime relative to the rest of Suffolk county.,Commute21% of residents commute by car.,Shop & Eat765 Restaurants81 Groceries272 Nightlife,"50 Gloucester St #1,Boston, MA is a 2 bedroom, 1.5 bathroom multi-family. 50 Gloucester St #1 is located inBack Bay, Boston. 50 Gloucester St #1 was listed for rent for $4,200/month on Jun 23, 2020.","Details for 50 Gloucester St #1Multi Family2 Days on TruliaRent Includes: Sewage, GarbageDeposit: $4,200Heating fuel: noneStreet ParkingNo Air ConditioningFireplaceFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/50-gloucester-st-1-boston-ma-02115--2171640516
"$3,200/mo",Address Not Disclosed,"Back Bay, Boston, MA",1 Bed,1 Bath,Schools5 Elementary Schools6 Middle Schools7 High Schools,CrimeModerate crime relative to the rest of Suffolk county.,Commute28% of residents commute by car.,Shop & Eat821 Restaurants104 Groceries283 Nightlife,"This home inBoston, MA is a 1 bedroom, 1 bathroom, 700 sqft multi-family built in 1890. This home is located inBack Bay, Boston. This property was listed for rent for $3,200/month on May 7, 2020.",Home DetailsMulti FamilyNo pets allowedBuilt in 189049 Days on TruliaHeating system: ElectricityParking Type: none,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02116--2088317960
"$3,500/mo",290 Beacon St #2,"Back Bay, Boston, MA",1 Bed,1 Bath,Schools2 Elementary Schools3 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute28% of residents commute by car.,Shop & Eat903 Restaurants91 Groceries314 Nightlife,"290 Beacon St #2,Boston, MA is a 1 bedroom, 1 bathroom, 570 sqft multi-family built in 1899. 290 Beacon St #2 is located inBack Bay, Boston. 290 Beacon St #2 was listed for rent for $3,500/month on May 11, 2020.","Details for 290 Beacon St #2Multi FamilyBuilt in 189945 Days on TruliaRent Includes: Electricity, Hot Water, Sewage, GarbageDeposit: $3,500Laundry: In UnitNo Air ConditioningParking Type: noneHeating fuel: noneLaundry: SharedDishwasherDryerMicrowaveRefrigeratorWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/290-beacon-st-2-boston-ma-02116--2001438226
"$3,500/mo",290 Beacon St #3,"Back Bay, Boston, MA",1 Bed,1 Bath,Schools2 Elementary Schools3 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute28% of residents commute by car.,Shop & Eat903 Restaurants91 Groceries314 Nightlife,"290 Beacon St #3,Boston, MA is a 1 bedroom, 1 bathroom, 4,897 sqft multi-family built in 1899. 290 Beacon St #3 is located inBack Bay, Boston. 290 Beacon St #3 was listed for rent for $3,500/month on May 11, 2020.","Details for 290 Beacon St #3Multi FamilyBuilt in 189945 Days on TruliaRent Includes: Electricity, Hot Water, Sewage, GarbageDeposit: $3,500Laundry: SharedNo Air ConditioningLaundry: In UnitHeating fuel: noneParking Type: noneDishwasherDryerMicrowaveRefrigeratorWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/290-beacon-st-3-boston-ma-02116--2001438227
"$2,900/mo",195 Commonwealth Ave #1,"Back Bay, Boston, MA",1 Bed,1 Bath,Schools4 Elementary Schools3 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute28% of residents commute by car.,Shop & Eat932 Restaurants93 Groceries312 Nightlife,"195 Commonwealth Ave #1,Boston, MA is a 1 bedroom, 1 bathroom multi-family. 195 Commonwealth Ave #1 is located inBack Bay, Boston. 195 Commonwealth Ave #1 was listed for rent for $2,900/month on May 21, 2020.","Details for 195 Commonwealth Ave #1Multi Family35 Days on TruliaRent Includes: Sewage, GarbageParking Type: noneHeating fuel: noneNo Air ConditioningHeating Fuel: None",https://www.trulia.com/p/ma/boston/195-commonwealth-ave-1-boston-ma-02116--2001435331
"$2,900/mo",195 Commonwealth Ave #1,"Back Bay, Boston, MA",1 Bed,1 Bath,Schools4 Elementary Schools3 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute28% of residents commute by car.,Shop & Eat932 Restaurants93 Groceries312 Nightlife,"195 Commonwealth Ave #1,Boston, MA is a 1 bedroom, 1 bathroom multi-family. 195 Commonwealth Ave #1 is located inBack Bay, Boston. 195 Commonwealth Ave #1 was listed for rent for $2,900/month on May 21, 2020.","Details for 195 Commonwealth Ave #1Multi Family35 Days on TruliaRent Includes: Sewage, GarbageParking Type: noneHeating fuel: noneNo Air ConditioningHeating Fuel: None",https://www.trulia.com/p/ma/boston/195-commonwealth-ave-1-boston-ma-02116--2001435331
"$2,675/mo",24 Clearway St #7,"Back Bay, Boston, MA",1 Bed,1 Bath,Schools1 Elementary School1 Middle School3 High Schools,CrimeLow crime relative to the rest of Suffolk county.,Commute21% of residents commute by car.,Shop & Eat685 Restaurants67 Groceries235 Nightlife,"24 Clearway St #7,Boston, MA is a 1 bedroom, 1 bathroom, 337 sqft multi-family. 24 Clearway St #7 is located inBack Bay, Boston. 24 Clearway St #7 was listed for rent for $2,425/month on Jun 11, 2020.","Details for 24 Clearway St #7Multi FamilyNo pets allowed14 Days on TruliaDeposit: $1,000Laundry: In UnitDryerWasher",https://www.trulia.com/p/ma/boston/24-clearway-st-7-boston-ma-02115--2174277380
"$2,325/mo",27 Massachusetts Ave #4,"Back Bay, Boston, MA",1 Bed,1 Bath,Schools1 Elementary School2 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute21% of residents commute by car.,Shop & Eat668 Restaurants66 Groceries232 Nightlife,"27 Massachusetts Ave #4,Boston, MA is a 1 bedroom, 1 bathroom multi-family. 27 Massachusetts Ave #4 is located inBack Bay, Boston. 27 Massachusetts Ave #4 was listed for rent for $2,325/month on Jun 17, 2020.","Details for 27 Massachusetts Ave #4Multi Family8 Days on TruliaRent Includes: Heat, Hot Water, Sewage, GarbageLaundry: In UnitLaundry: SharedNo Air ConditioningHeating fuel: noneStreet ParkingDishwasherDryerFireplaceMicrowaveRefrigeratorWasherFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/27-massachusetts-ave-4-boston-ma-02115--2001424638
"$2,750/mo",504 Beacon St #33,"Back Bay, Boston, MA",1 Bed,1 Bath,Schools1 Elementary School2 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute21% of residents commute by car.,Shop & Eat676 Restaurants65 Groceries240 Nightlife,"504 Beacon St #33,Boston, MA is a 1 bedroom, 1 bathroom multi-family. 504 Beacon St #33 is located inBack Bay, Boston. 504 Beacon St #33 was listed for rent for $2,750/month on Jun 21, 2020.","Details for 504 Beacon St #33Multi Family4 Days on TruliaRent Includes: Sewage, GarbageDeposit: $2,750No Air ConditioningParking Type: noneHeating fuel: noneHeating Fuel: None",https://www.trulia.com/p/ma/boston/504-beacon-st-33-boston-ma-02115--2474466208
"$2,900/mo",195 Commonwealth Ave #A,"Back Bay, Boston, MA",1 Bed,1 Bath,Schools4 Elementary Schools3 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute28% of residents commute by car.,Shop & Eat932 Restaurants93 Groceries312 Nightlife,"195 Commonwealth Ave #A,Boston, MA is a 1 bedroom, 1 bathroom multi-family. 195 Commonwealth Ave #A is located inBack Bay, Boston. 195 Commonwealth Ave #A was listed for rent for $2,900/month on May 21, 2020. This property is pet friendly.","Details for 195 Commonwealth Ave #AMulti FamilyCats, small dogs, large dogs allowed35 Days on TruliaRent Includes: Hot Water, Sewage, GarbageHeating fuel: noneNo Air ConditioningParking Type: noneHeating Fuel: None",https://www.trulia.com/p/ma/boston/195-commonwealth-ave-a-boston-ma-02116--2001435371
"$3,100/mo",4 Wellington St #2,"Back Bay, Boston, MA",1 Bed,1 Bath,Schools2 Elementary Schools3 Middle Schools3 High Schools,CrimeHigh crime relative to the rest of Suffolk county.,Commute32% of residents commute by car.,Shop & Eat617 Restaurants83 Groceries229 Nightlife,"4 Wellington St #2,Boston, MA is a 1 bedroom, 1 bathroom multi-family. 4 Wellington St #2 is located inBack Bay, Boston. 4 Wellington St #2 was listed for rent for $3,000/month on Jun 10, 2020.","Details for 4 Wellington St #2Multi Family15 Days on TruliaRent Includes: Heat, Hot Water, Sewage, GarbageDeposit: $3,000Heating fuel: noneStreet ParkingNo Air ConditioningLaundry: SharedLaundry: In UnitDryerWasherHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/4-wellington-st-2-boston-ma-02118--2172409400
"$3,200/mo",160 Commonwealth Ave #305,"Back Bay, Boston, MA",1 Bed,1 Bath,Schools3 Elementary Schools3 High Schools,CrimeModerate crime relative to the rest of Suffolk county.,Commute28% of residents commute by car.,Shop & Eat927 Restaurants94 Groceries302 Nightlife,"160 Commonwealth Ave #305,Boston, MA is a 1 bedroom, 1 bathroom, 800 sqft multi-family built in 1881. 160 Commonwealth Ave #305 is located inBack Bay, Boston. 160 Commonwealth Ave #305 was listed for rent for $3,200/month on May 28, 2020.","Details for 160 Commonwealth Ave #305Multi FamilyNo pets allowedBuilt in 188128 Days on TruliaDeposit: $3,200",https://www.trulia.com/p/ma/boston/160-commonwealth-ave-305-boston-ma-02116--2001434075
"$2,900/mo",261 Commonwealth Ave #2,"Back Bay, Boston, MA",1 Bed,1 Bath,Schools2 Elementary Schools3 High Schools,CrimeLow crime relative to the rest of Suffolk county.,Commute28% of residents commute by car.,Shop & Eat839 Restaurants86 Groceries288 Nightlife,"261 Commonwealth Ave #2, Boston, MA02116is a 1 bedroom, 1 bathroom, 734 sqft condo built in 1880. 261 Commonwealth Ave #2 is located inBack Bay, Boston. This property is currently available for sale and was listed on Jun 4, 2020. The asking price for 261Commonwealth Ave#2 is $949,000. The MLS # for this home is MLS# 72662085.","Home Details for 261 Commonwealth Ave #2Condo$1,293/sqftLot Size: 734 sqft$465/monthly HOABuilt in 188021 Days on Trulia3 RoomsHeating: Forced AirHeating Fuel: GasSee Virtual TourRefrigeratorDishwasherFloors: HardwoodParking: Off StreetParking Spaces: 1Laundry FacilitiesStories: 1Exterior: BrickYear Updated: 1978MLS/Source ID: 72662085See All",https://www.trulia.com/p/ma/boston/261-commonwealth-ave-2-boston-ma-02116--2001437344
"$3,200/mo",160 Commonwealth Ave #305,"Back Bay, Boston, MA",1 Bed,1 Bath,Schools3 Elementary Schools3 High Schools,CrimeModerate crime relative to the rest of Suffolk county.,Commute28% of residents commute by car.,Shop & Eat927 Restaurants94 Groceries302 Nightlife,"160 Commonwealth Ave #305,Boston, MA is a 1 bedroom, 1 bathroom, 800 sqft multi-family built in 1881. 160 Commonwealth Ave #305 is located inBack Bay, Boston. 160 Commonwealth Ave #305 was listed for rent for $3,200/month on May 28, 2020.","Details for 160 Commonwealth Ave #305Multi FamilyNo pets allowedBuilt in 188128 Days on TruliaDeposit: $3,200",https://www.trulia.com/p/ma/boston/160-commonwealth-ave-305-boston-ma-02116--2001434075
"$3,550/mo",183 Saint Botolph St #2,"Back Bay, Boston, MA",2 Beds,1.5 Baths,Schools1 Elementary School2 Middle Schools2 High Schools,CrimeHigh crime relative to the rest of Suffolk county.,Commute21% of residents commute by car.,Shop & Eat642 Restaurants80 Groceries232 Nightlife,"183 Saint Botolph St #2,Boston, MA is a 2 bedroom, 1.5 bathroom multi-family. 183 Saint Botolph St #2 is located inBack Bay, Boston. 183 Saint Botolph St #2 was listed for rent for $3,550/month on May 9, 2020.","Details for 183 Saint Botolph St #2Multi FamilyNo pets allowed47 Days on TruliaRent Includes: Sewage, GarbageDeposit: $3,550Heating fuel: noneStreet ParkingNo Air ConditioningDishwasherMicrowaveRefrigeratorFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/183-saint-botolph-st-2-boston-ma-02115--2171481443
"$3,550/mo",183 Saint Botolph St #2,"Back Bay, Boston, MA",2 Beds,1.5 Baths,Schools1 Elementary School2 Middle Schools2 High Schools,CrimeHigh crime relative to the rest of Suffolk county.,Commute21% of residents commute by car.,Shop & Eat642 Restaurants80 Groceries232 Nightlife,"183 Saint Botolph St #2,Boston, MA is a 2 bedroom, 1.5 bathroom multi-family. 183 Saint Botolph St #2 is located inBack Bay, Boston. 183 Saint Botolph St #2 was listed for rent for $3,550/month on May 9, 2020.","Details for 183 Saint Botolph St #2Multi FamilyNo pets allowed47 Days on TruliaRent Includes: Sewage, GarbageDeposit: $3,550Heating fuel: noneStreet ParkingNo Air ConditioningDishwasherMicrowaveRefrigeratorFloors: HardwoodHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/183-saint-botolph-st-2-boston-ma-02115--2171481443
"$3,000/mo",384 Commonwealth Ave #3,"Back Bay, Boston, MA",3 Beds,1 Bath,Schools1 Elementary School2 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute15% of residents commute by car.,Shop & Eat668 Restaurants63 Groceries225 Nightlife,"384 Commonwealth Ave #3,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 384 Commonwealth Ave #3 is located inBack Bay, Boston. 384 Commonwealth Ave #3 was listed for rent for $3,000/month on May 5, 2020.","Details for 384 Commonwealth Ave #3Multi Family51 Days on TruliaRent Includes: Hot Water, Sewage, GarbageDeposit: $3,000No Air ConditioningHeating fuel: noneLaundry: In UnitParking Type: noneLaundry: SharedDryerWasherHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/384-commonwealth-ave-3-boston-ma-02215--2171640568
"$3,000/mo",384 Commonwealth Ave #3,"Back Bay, Boston, MA",3 Beds,1 Bath,Schools1 Elementary School2 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute15% of residents commute by car.,Shop & Eat668 Restaurants63 Groceries225 Nightlife,"384 Commonwealth Ave #3,Boston, MA is a 3 bedroom, 1 bathroom multi-family. 384 Commonwealth Ave #3 is located inBack Bay, Boston. 384 Commonwealth Ave #3 was listed for rent for $3,000/month on May 5, 2020.","Details for 384 Commonwealth Ave #3Multi Family51 Days on TruliaRent Includes: Hot Water, Sewage, GarbageDeposit: $3,000No Air ConditioningHeating fuel: noneLaundry: In UnitParking Type: noneLaundry: SharedDryerWasherHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/boston/384-commonwealth-ave-3-boston-ma-02215--2171640568
"$3,500/mo",195 Commonwealth Ave #8,"Back Bay, Boston, MA",1 Bed,1 Bath,Schools4 Elementary Schools3 High Schools,CrimeLowest crime relative to the rest of Suffolk county.,Commute28% of residents commute by car.,Shop & Eat932 Restaurants93 Groceries312 Nightlife,"195 Commonwealth Ave #8,Boston, MA is a 1 bedroom, 1 bathroom, 700 sqft multi-family. 195 Commonwealth Ave #8 is located inBack Bay, Boston. 195 Commonwealth Ave #8 was listed for rent for $3,450/month on Apr 29, 2020. This property is pet friendly.","Details for 195 Commonwealth Ave #8Multi FamilyAvailable: Sep 1stCats, small dogs allowed57 Days on TruliaRent Includes: Heat, WaterDeposit: $3,450Laundry: SharedUnfurnished -BalconyDishwasherDisposalRefrigeratorElevatorSee All",https://www.trulia.com/p/ma/boston/195-commonwealth-ave-8-boston-ma-02116--2001435362
"$2,650/mo",16 Leeds St #2,"South Boston, South Boston, MA",3 Beds,1 Bath,Schools4 Elementary Schools4 Middle Schools,CrimeLow crime relative to the rest of Suffolk county.,Commute53% of residents commute by car.,Shop & Eat268 Restaurants56 Groceries84 Nightlife,"16 Leeds St #2,South Boston, MA is a 3 bedroom, 1 bathroom multi-family. 16 Leeds St #2 is located inSouth Boston, South Boston. 16 Leeds St #2 was listed for rent for $2,650/month on May 24, 2020. This property is pet friendly.","Details for 16 Leeds St #2Multi FamilyCats, small dogs, large dogs allowed32 Days on TruliaRent Includes: Sewage, GarbageDeposit: $2,650Heating fuel: noneParking Type: noneNo Air ConditioningDishwasherDisposalHeating Fuel: NoneSee All",https://www.trulia.com/p/ma/south-boston/16-leeds-st-2-south-boston-ma-02127--2171576044
